study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Rachael_Winfree_Citrullus_lanatus_USA_2005,anc,Citrullus lanatus,NA,NA,USA,-74.9987,40.2758,NA,NA,NA,8,8,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,27.66,Chao1,only non-Apis bees,53,0,12,41,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/j.1461-0248.2007.01110.x,Rachael Winfree et al.,rwinfree@rutgers.edu
Rachael_Winfree_Citrullus_lanatus_USA_2005,bar,Citrullus lanatus,NA,NA,USA,-75.4038,40.1726,NA,NA,NA,7,8,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,19.855,Chao1,only non-Apis bees,69,0,24,45,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/j.1461-0248.2007.01110.x,Rachael Winfree et al.,rwinfree@rutgers.edu
Rachael_Winfree_Citrullus_lanatus_USA_2005,bra,Citrullus lanatus,NA,NA,USA,-75.2614,40.3848,NA,NA,NA,7,7,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,48.606,Chao1,only non-Apis bees,47,0,1,46,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/j.1461-0248.2007.01110.x,Rachael Winfree et al.,rwinfree@rutgers.edu
Rachael_Winfree_Citrullus_lanatus_USA_2005,bri,Citrullus lanatus,NA,NA,USA,-75.0688,40.5273,NA,NA,NA,7,8,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,22.893,Chao1,only non-Apis bees,84,0,35,49,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/j.1461-0248.2007.01110.x,Rachael Winfree et al.,rwinfree@rutgers.edu
Rachael_Winfree_Citrullus_lanatus_USA_2005,ced,Citrullus lanatus,NA,NA,USA,-75.3562,40.3346,NA,NA,NA,7,7,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,67.123,Chao1,only non-Apis bees,57,0,3,54,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/j.1461-0248.2007.01110.x,Rachael Winfree et al.,rwinfree@rutgers.edu
Rachael_Winfree_Citrullus_lanatus_USA_2005,che,Citrullus lanatus,NA,NA,USA,-74.7155,40.3104,NA,NA,NA,7,8,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.909,Chao1,only non-Apis bees,11,0,9,2,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/j.1461-0248.2007.01110.x,Rachael Winfree et al.,rwinfree@rutgers.edu
Rachael_Winfree_Citrullus_lanatus_USA_2005,del,Citrullus lanatus,NA,NA,USA,-75.1502,40.2961,NA,NA,NA,7,7,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,16.125,Chao1,only non-Apis bees,50,0,26,24,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/j.1461-0248.2007.01110.x,Rachael Winfree et al.,rwinfree@rutgers.edu
Rachael_Winfree_Citrullus_lanatus_USA_2005,ker,Citrullus lanatus,NA,NA,USA,-74.7685,40.342,NA,NA,NA,7,7,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,20.161,Chao1,only non-Apis bees,70,0,32,38,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/j.1461-0248.2007.01110.x,Rachael Winfree et al.,rwinfree@rutgers.edu
Rachael_Winfree_Citrullus_lanatus_USA_2005,kim,Citrullus lanatus,NA,NA,USA,-75.5832,40.1428,NA,NA,NA,7,7,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7.867,Chao1,only non-Apis bees,15,0,5,10,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/j.1461-0248.2007.01110.x,Rachael Winfree et al.,rwinfree@rutgers.edu
Rachael_Winfree_Citrullus_lanatus_USA_2005,lee,Citrullus lanatus,NA,NA,USA,-74.5641,40.2653,NA,NA,NA,7,7,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14.75,Chao1,only non-Apis bees,8,0,3,5,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/j.1461-0248.2007.01110.x,Rachael Winfree et al.,rwinfree@rutgers.edu
