study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,He1P0,Phaseolus vulgaris L.,BRS Estilo,conventional,Brazil,-16.124894,-47.877333,NA,NA,NA,12,1,2015/2016,146,50512,kg/hectare,1.468372093,yield.g.pod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.909,Chao1,NA,11,9,1,1,0,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0204460,Davi L. Ramos; Felipe Deodato da S. e Silva,davi.ramos7@gmail.com
Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,He2P0,Phaseolus vulgaris L.,BRS Estilo,conventional,Brazil,-16.121561,-47.882889,NA,NA,NA,12,1,2015/2016,146,7800,kg/hectare,1.603618421,yield.g.pod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Chao1,NA,2,2,0,0,0,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0204460,Davi L. Ramos; Felipe Deodato da S. e Silva,davi.ramos7@gmail.com
Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,A1P1DF,Phaseolus vulgaris L.,BRS Estilo,conventional,Brazil,-15.918783,-47.411775,NA,NA,NA,12,1,2015/2016,36,35152,kg/hectare,0.798909091,yield.g.pod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.484,Chao1,NA,31,2,0,14,15,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0204460,Davi L. Ramos; Felipe Deodato da S. e Silva,davi.ramos7@gmail.com
Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,A3P1DF,Phaseolus vulgaris L.,BRS Estilo,conventional,Brazil,-15.909617,-47.435386,NA,NA,NA,12,1,2015/2016,36,81552,kg/hectare,1.108043478,yield.g.pod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Chao1,NA,14,0,0,0,14,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0204460,Davi L. Ramos; Felipe Deodato da S. e Silva,davi.ramos7@gmail.com
Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,A1P0GO,Phaseolus vulgaris L.,BRS Estilo,conventional,Brazil,-16.217118,-47.546220000000005,NA,NA,NA,12,1,2015/2016,140,104736,kg/hectare,1.386864407,yield.g.pod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.233,Chao1,NA,15,2,0,11,2,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0204460,Davi L. Ramos; Felipe Deodato da S. e Silva,davi.ramos7@gmail.com
Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,A2P0GO,Phaseolus vulgaris L.,BRS Estilo,conventional,Brazil,-16.211006,-47.54372,NA,NA,NA,12,1,2015/2016,140,65536,kg/hectare,1.026566416,yield.g.pod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,Chao1,NA,6,2,0,2,2,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0204460,Davi L. Ramos; Felipe Deodato da S. e Silva,davi.ramos7@gmail.com
Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,A3P0GO,Phaseolus vulgaris L.,BRS Estilo,conventional,Brazil,-16.207117,-47.541498,NA,NA,NA,12,1,2015/2016,140,69984,kg/hectare,1.256896552,yield.g.pod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Chao1,NA,1,0,0,1,0,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0204460,Davi L. Ramos; Felipe Deodato da S. e Silva,davi.ramos7@gmail.com
Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,J2P0,Phaseolus vulgaris L.,BRS Estilo,conventional,Brazil,-15.86406,-47.609831,NA,NA,NA,12,1,2015/2016,39,43552,kg/hectare,0.683919598,yield.g.pod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,Chao1,NA,7,2,0,0,5,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0204460,Davi L. Ramos; Felipe Deodato da S. e Silva,davi.ramos7@gmail.com
Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,J1P0,Phaseolus vulgaris L.,BRS Estilo,conventional,Brazil,-15.860727,-47.601498,NA,NA,NA,12,1,2015/2016,39,46656,kg/hectare,0.790243902,yield.g.pod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10.295,Chao1,NA,22,0,1,7,13,0,0,0,0,1,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0204460,Davi L. Ramos; Felipe Deodato da S. e Silva,davi.ramos7@gmail.com
Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,W1P1NN,Phaseolus vulgaris L.,BRS Estilo,conventional,Brazil,-15.855172,-47.554553,NA,NA,NA,12,1,2015/2016,89,9456,kg/hectare,0.337714286,yield.g.pod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.5,Chao1,NA,4,1,0,3,0,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0204460,Davi L. Ramos; Felipe Deodato da S. e Silva,davi.ramos7@gmail.com
